x,y,class
3.282251500123492,0.40687987688992694,0
4.785510834398713,4.010161232800459,1
4.176158799006143,0.06703047291785463,0
3.3988806166374115,3.5633534619130702,1
3.263001435541424,1.4898583363954763,0
0.9202168070174743,1.1054935654068172,0
1.5837738427143888,1.8628574788629744,0
3.064716873815719,4.1775679145038085,1
3.8111247728263224,2.025269998748873,0
0.15365862274894393,0.3453248776038825,0
1.4834759160001316,0.26325422215011,0
3.5612951910297506,1.8840128466992465,0
3.132640515331498,1.27179248652088,0
1.126565361374468,0.5312531814829241,0
2.120593132324438,2.842132771578041,1
1.200973215130956,2.8712003199300833,1
3.1491113286392363,3.0977857311883024,1
1.4823412670321234,4.855831570200003,1
0.9047538639269059,0.8746786867327836,0
2.29646046143259,3.1088458895049698,1
4.986665088199995,2.1881225000972986,0
2.6616658408791194,0.13721576786768777,0
2.42168739865876,4.779569400010294,1
0.35178113398855737,4.513989084294392,1
4.6146076175743245,0.11658004994700406,0
2.3727563623235133,1.609391763217853,0
0.08393005268029163,1.830324111295307,0
2.1761853905540725,1.4977867904585525,0
1.809018291607178,4.568743854411372,1
0.9003833577448178,1.7203406059942814,0
4.657467097374493,0.16738132187093535,0
4.181831640474804,3.0767348783443946,1
3.8093532525726275,4.594578024856934,1
2.451299387812214,2.810370867912644,1
4.273571391774318,1.2235210336628903,0
4.283402606447824,0.09641214575971005,0
3.226622269651338,4.434207646737529,1
0.6296654633146864,3.1870138907828514,1
1.4567127199159229,1.5134155366859254,0
4.548907711259954,0.09499795669563092,0
4.808041376899784,4.43109606564208,1
1.8711927661053656,1.162574010631236,0
4.679321224419785,4.322614227135588,1
2.7866936485838774,2.980496274285469,1
2.328266878034575,4.577873512992431,1
1.05558305394016,0.6657309813315335,0
3.4023876932771375,1.4374392637892224,0
0.7310348821380391,4.084294534875271,1
3.1843374503264728,4.631311734606161,1
1.9692284283126504,4.786986168466575,1
4.417330237147739,3.69384298951742,1
4.0364580585124115,3.747637293204318,1
1.4948438601603526,0.7361215704213242,0
4.369708457840225,4.522813359100404,1
4.250973925632361,4.464997737629362,1
2.1795238078306785,1.1045106063850545,0
3.356391259472016,0.8852363818130349,0
2.7600963545139123,2.968682909084069,1
1.0351296176674096,3.1616368652487035,1
4.075458501873653,0.22641862069920532,0
3.2166524097265112,3.837850625623344,1
3.3002432623413718,3.7101034214682143,1
4.990452871150327,1.1409011792962451,0
4.381736881264073,1.082230550101142,0
0.9329001881315663,0.6171871770192392,0
4.40619069240732,4.752213139564014,1
0.44733296135226197,0.699297317777602,0
3.6815019403597433,0.22657658670008235,0
2.5656231126302003,0.6499368061057276,0
3.062023282766247,4.147584892654258,1
3.9219603266642507,0.6868539057381146,0
2.148195375762516,3.1244660254459964,1
4.523696970655664,1.1100055917406189,0
1.6160513360238649,3.834597577935101,1
2.020470093482742,0.7617544216224486,0
0.4590673335816886,2.8655955612154522,1
2.4126017710850722,2.0932946744050898,0
4.236507255170245,1.5589470797473384,0
0.6583554992482521,1.1975990077998389,0
2.344341469799583,0.6944214613289119,0
0.08770213843415475,1.5000731369034856,0
2.5575364377799192,1.0289550384521076,0
1.3249178213604025,3.9644937017174136,1
1.1792588303886509,4.64990953185804,1
0.5359188540006043,1.5350370428112634,0
1.0241424260184206,1.0085503339675095,0
1.3950754993122694,3.983761127276905,1
